,code,date,news,extract_code,extracted_date
8630,https://www.klsescreener.com/v2/news/stock/0068,"Chinapress17 Mar, 2019 23:34pm - 1 week ago",启昌6650万购Kingdom Infra 间接获取1.5亿特殊合约,0068,2019-03-17
17359,https://www.klsescreener.com/v2/news/stock/0069,"TheEdge28 Feb, 2019 16:00pm - 3 weeks ago",V Development to launch build-then-sell maiden project,0069,2019-02-28
8154,https://www.klsescreener.com/v2/news/stock/0069,"TheEdge01 Mar, 2019 10:30am - 2 weeks ago","KLCI pares loss but stays below 1,700 as Tenaga, CIMB drag",0069,2019-03-01
17357,https://www.klsescreener.com/v2/news/stock/0069,"TheEdge01 Mar, 2019 11:08am - 3 weeks ago",国能联昌国际走低 拖累马股跌破1700点,0069,2019-03-01
17356,https://www.klsescreener.com/v2/news/stock/0069,"Sinchew01 Mar, 2019 11:13am - 3 weeks ago",马股持续走跌,0069,2019-03-01
17065,https://www.klsescreener.com/v2/news/stock/0072,"TheEdge05 Mar, 2019 14:00pm - 1 week ago","Insider Moves: EA Technique (M) Bhd, Seacera Group Bhd, Seacera Group Bhd, Trive Property Group Bhd, Utusan Melayu (Malaysia) Bhd, Bahvest Resources Bhd, Hartalega Holdings Bhd",0072,2019-03-05
12587,https://www.klsescreener.com/v2/news/stock/0078,"TheEdge08 Mar, 2019 13:31pm - 1 week ago","SCable, Mitrajaya, Prestar, GDex, Cabnet, MFM, Petra, Dayang, Sasbadi, GPA",0078,2019-03-08
12607,https://www.klsescreener.com/v2/news/stock/0078,"Sinchew08 Mar, 2019 11:44am - 2 weeks ago",网购带动·新对手涌现·物流公司赚幅续承压,0078,2019-03-08
12591,https://www.klsescreener.com/v2/news/stock/0078,"TheEdge27 Feb, 2019 10:50am - 2 weeks ago",Stock With Momentum: GD Express Carrier,0078,2019-02-27
12592,https://www.klsescreener.com/v2/news/stock/0078,"TheStar27 Feb, 2019 08:00am - 2 weeks ago",GD Express Carrier,0078,2019-02-27
12593,https://www.klsescreener.com/v2/news/stock/0078,"TheStar26 Feb, 2019 17:38pm - 2 weeks ago","Bursa, key Asian markets shed gains to close in the red",0078,2019-02-26
12594,https://www.klsescreener.com/v2/news/stock/0078,"TheEdge26 Feb, 2019 15:40pm - 2 weeks ago",GDex shares jump 21% after on strong 2Q earnings,0078,2019-02-26
12595,https://www.klsescreener.com/v2/news/stock/0078,"TheEdge26 Feb, 2019 13:30pm - 2 weeks ago","GDEx, HLInd, KKB, Maybulk, Penergy",0078,2019-02-26
12596,https://www.klsescreener.com/v2/news/stock/0078,"TheEdge26 Feb, 2019 13:26pm - 2 weeks ago",能源股回落 马股跌0.47%,0078,2019-02-26
12597,https://www.klsescreener.com/v2/news/stock/0078,"Sinchew26 Feb, 2019 13:25pm - 2 weeks ago",金务大止跌回扬‧马股早盘低迷跌8.19点,0078,2019-02-26
12598,https://www.klsescreener.com/v2/news/stock/0078,"TheEdge26 Feb, 2019 13:09pm - 2 weeks ago",KLCI falls 0.47% as energy-linked stocks retreat,0078,2019-02-26
12599,https://www.klsescreener.com/v2/news/stock/0078,"TheStar26 Feb, 2019 09:07am - 2 weeks ago","Trading ideas: Maybulk, Tan Chong, SunCon, APM, UEM Edgenta, GDex",0078,2019-02-26
12600,https://www.klsescreener.com/v2/news/stock/0078,"TheEdge25 Feb, 2019 19:55pm - 2 weeks ago",吉运速递次季净利劲扬62%,0078,2019-02-25
12601,https://www.klsescreener.com/v2/news/stock/0078,"TheEdge25 Feb, 2019 18:48pm - 2 weeks ago",GDex 2Q net profit up 62%,0078,2019-02-25
12589,https://www.klsescreener.com/v2/news/stock/0078,"Orientaldaily07 Mar, 2019 21:49pm - 1 week ago",快遞加入戰圍　物流業削價競爭壓賺幅,0078,2019-03-07
12586,https://www.klsescreener.com/v2/news/stock/0078,"Nanyang16 Mar, 2019 19:09pm - 1 day ago",快递业者出招抢客 物流业赚幅或续萎缩,0078,2019-03-16
14478,https://www.klsescreener.com/v2/news/stock/0079,"Sinchew18 Mar, 2019 17:27pm - 1 week ago",郭令灿股项下跌 马股最高收市,0079,2019-03-18
14504,https://www.klsescreener.com/v2/news/stock/0079,"TheEdge26 Feb, 2019 10:57am - 2 weeks ago",蓝筹股走低 拖累马股挫0.35%,0079,2019-02-26
14489,https://www.klsescreener.com/v2/news/stock/0079,"TheStar25 Feb, 2019 09:26am - 1 month ago","Initiative, BPN and UM lead industry adex share in Malaysia",0079,2019-02-25
14488,https://www.klsescreener.com/v2/news/stock/0079,"TheEdge26 Feb, 2019 10:11am - 4 weeks ago",KLCI dips 0.35% as select blue chips weigh,0079,2019-02-26
3910,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge26 Mar, 2019 15:06pm - 1 day ago",Anwar Ibrahim reaffirms his support for Dr Mahathir,0080,2019-03-26
3912,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge26 Mar, 2019 12:20pm - 1 day ago","Dr M not dictator, just strict with weak Cabinet, says PAS chief",0080,2019-03-26
3913,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge26 Mar, 2019 11:48am - 1 day ago",马银行投行开始覆盖 刺激海峡物流交投活络,0080,2019-03-26
3914,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge26 Mar, 2019 11:27am - 1 day ago",Straits Inter Logistics active after Maybank IB initiates coverage,0080,2019-03-26
3906,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge27 Mar, 2019 10:42am - 9 hours ago",Anwar reaffirms support for Dr M,0080,2019-03-27
3915,https://www.klsescreener.com/v2/news/stock/0080,"TheStar26 Mar, 2019 09:22am - 1 day ago","Maybank IB initiates coverage on Straits, Buy with TP of 38.5 sen",0080,2019-03-26
3911,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge26 Mar, 2019 13:05pm - 1 day ago","Armada, Scomies, Komarkcorp, Rexit, Siggas, Straits Inter Logistics",0080,2019-03-26
3916,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge26 Mar, 2019 01:18am - 1 day ago",Nurul Izzah should not give negative comments on Dr M,0080,2019-03-26
3917,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge25 Mar, 2019 20:46pm - 1 day ago","Hanipa: Dr M isn’t perfect, but who is?",0080,2019-03-25
3918,https://www.klsescreener.com/v2/news/stock/0080,"TheStar25 Mar, 2019 17:53pm - 2 days ago",Rude awakening for Asia as volatility spikes back,0080,2019-03-25
3919,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge25 Mar, 2019 13:23pm - 2 days ago","Talamt, Master-Pack, Straits Inter Logistics, Mudajaya and Sig Gases",0080,2019-03-25
3920,https://www.klsescreener.com/v2/news/stock/0080,"TheStar25 Mar, 2019 12:57pm - 2 days ago","KLCI finds support at 1,650 mark, telcos among leading decliners",0080,2019-03-25
3921,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge25 Mar, 2019 10:35am - 2 days ago",Jho Low lashes out against home seizure,0080,2019-03-25
3922,https://www.klsescreener.com/v2/news/stock/0080,"TheStar25 Mar, 2019 09:35am - 2 days ago",India’s crony capitalist edifice is creaking,0080,2019-03-25
3923,https://www.klsescreener.com/v2/news/stock/0080,"TheStar25 Mar, 2019 09:23am - 2 days ago","KLCI tumbles amid global equity selloff, oil prices retreat",0080,2019-03-25
3924,https://www.klsescreener.com/v2/news/stock/0080,"TheStar22 Mar, 2019 13:01pm - 5 days ago","KLCI rebound fizzles, Maybank slides for second day",0080,2019-03-22
3905,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge27 Mar, 2019 13:18pm - 6 hours ago","KIP REIT, Straits Inter Logistics, Scomi Energy",0080,2019-03-27
12995,https://www.klsescreener.com/v2/news/stock/0080,"TheStar08 Mar, 2019 10:57am - 1 week ago",Dr M cautions Philippines to avoid China 'debt trap',0080,2019-03-08
12988,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge15 Mar, 2019 10:32am - 3 days ago",‘Changes will be announced when appropriate’,0080,2019-03-15
13005,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge27 Feb, 2019 15:00pm - 2 weeks ago",Is Johor Strait too narrow for the ambitions of Malaysia and Singapore?,0080,2019-02-27
13004,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge27 Feb, 2019 15:00pm - 2 weeks ago","Lacking a national strategy, Malaysian ports lose out to Singapore",0080,2019-02-27
13003,https://www.klsescreener.com/v2/news/stock/0080,"TheStar27 Feb, 2019 17:05pm - 2 weeks ago",Straits Inter Logistics earnings double in Q4,0080,2019-02-27
13002,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge01 Mar, 2019 18:26pm - 2 weeks ago","NSTP CEO Abdul Jalil to retire this month, Mustapha Kamil to be interim CEO",0080,2019-03-01
13001,https://www.klsescreener.com/v2/news/stock/0080,"TheStar01 Mar, 2019 19:29pm - 2 weeks ago",NSTP CEO Jalil to retire March 31,0080,2019-03-01
13000,https://www.klsescreener.com/v2/news/stock/0080,"TheStar02 Mar, 2019 00:00am - 2 weeks ago",NSTP CEO Jalil to retire by end of the month,0080,2019-03-02
12999,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge05 Mar, 2019 13:39pm - 1 week ago","NSTP, Utusan to pay Guan Eng RM400k in damages for defamation",0080,2019-03-05
12998,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge05 Mar, 2019 16:35pm - 1 week ago",新海峡时报和马来前锋报同意赔林冠英40万,0080,2019-03-05
12997,https://www.klsescreener.com/v2/news/stock/0080,"TheStar05 Mar, 2019 17:47pm - 1 week ago",KLCI only key Asian market in the red year-to-date,0080,2019-03-05
3907,https://www.klsescreener.com/v2/news/stock/0080,"TheStar27 Mar, 2019 07:45am - 12 hours ago",SIL to benefit if regulatory action enforced,0080,2019-03-27
12996,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge06 Mar, 2019 10:42am - 1 week ago","NSTP, Utusan to pay Guan Eng RM400,000 in damages for defamation",0080,2019-03-06
12994,https://www.klsescreener.com/v2/news/stock/0080,"TheStar08 Mar, 2019 15:04pm - 1 week ago","It's been punch after punch, and now Asia caves in",0080,2019-03-08
12993,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge11 Mar, 2019 13:53pm - 6 days ago",Malaysians still need affordable housing as developers face glut of pricier units: S’pore daily,0080,2019-03-11
12992,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge14 Mar, 2019 11:51am - 4 days ago","Tenaga’s CEO Azman asked to relinquish his position, Times says",0080,2019-03-14
12991,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge14 Mar, 2019 14:44pm - 3 days ago",Tenaga down amid rumour of chief's resignation,0080,2019-03-14
12990,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge14 Mar, 2019 14:44pm - 3 days ago",Tenaga tumbles amid rumour of chief's resignation,0080,2019-03-14
12989,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge14 Mar, 2019 15:05pm - 3 days ago",Tenaga says statement on leadership changes will be issued at appropriate time,0080,2019-03-14
12987,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge18 Mar, 2019 09:46am - 4 hours ago",Taliworks’ assets seen to bring recurrent earnings,0080,2019-03-18
3908,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge26 Mar, 2019 21:57pm - 22 hours ago",Anwar says Nurul Izzah's statement made according to PH openness principle,0080,2019-03-26
3909,https://www.klsescreener.com/v2/news/stock/0080,"TheEdge26 Mar, 2019 17:14pm - 1 day ago",Nurul Izzah defends her stance in calling Dr Mahathir a dictator,0080,2019-03-26
8648,https://www.klsescreener.com/v2/news/stock/0082,"TheEdge20 Mar, 2019 09:58am - 1 week ago",Green Packet seeks arbitration against MYTV,0082,2019-03-20
8647,https://www.klsescreener.com/v2/news/stock/0082,"TheEdge26 Mar, 2019 17:00pm - 1 day ago","Green Packet, MYTV in contract dispute",0082,2019-03-26
633,https://www.klsescreener.com/v2/news/stock/0083,"Sinchew07 Mar, 2019 11:10am - 2 weeks ago",汽车业务稳健·NOTION有望转盈,0083,2019-03-07
632,https://www.klsescreener.com/v2/news/stock/0083,"TheEdge11 Mar, 2019 10:08am - 2 weeks ago",Notion VTec poised for growth with plant restoration,0083,2019-03-11
9738,https://www.klsescreener.com/v2/news/stock/0083,"TheEdge04 Mar, 2019 15:30pm - 1 week ago",The Week Ahead: Eyes on January exports and Bank Negara’s OPR decision,0083,2019-03-04
8127,https://www.klsescreener.com/v2/news/stock/0086,"TheEdge25 Mar, 2019 10:48am - 2 days ago",Stock With Momentum: YGL Convergence,0086,2019-03-25
140,https://www.klsescreener.com/v2/news/stock/0090,"Orientaldaily06 Mar, 2019 19:07pm - 1 week ago",半導體銷售終結29連漲　上半年走軟 全年續成長,0090,2019-03-06
141,https://www.klsescreener.com/v2/news/stock/0090,"TheEdge25 Feb, 2019 10:46am - 3 weeks ago",蓝筹股下滑 拖累马股走低,0090,2019-02-25
144,https://www.klsescreener.com/v2/news/stock/0090,"TheStar25 Feb, 2019 09:08am - 1 month ago","Trading ideas: MISC, Malakoff, Petra Energy, Dayang, Tune Protect",0090,2019-02-25
142,https://www.klsescreener.com/v2/news/stock/0090,"TheEdge25 Feb, 2019 10:23am - 3 weeks ago",KLCI remains in red as select blue chips drag,0090,2019-02-25
143,https://www.klsescreener.com/v2/news/stock/0090,"TheEdge25 Feb, 2019 09:11am - 1 month ago",KLCI slips as index-linked counters weigh,0090,2019-02-25
6064,https://www.klsescreener.com/v2/news/stock/0091,"Sinchew05 Mar, 2019 08:25am - 3 weeks ago",马股失守1700点,0091,2019-03-05
6063,https://www.klsescreener.com/v2/news/stock/0091,"Sinchew05 Mar, 2019 10:42am - 3 weeks ago",创合购印尼电力公司告吹,0091,2019-03-05
6062,https://www.klsescreener.com/v2/news/stock/0091,"TheEdge08 Mar, 2019 21:03pm - 2 weeks ago",Daya Materials given more time until Aug 27 to submit its regulatory plan,0091,2019-03-08
6061,https://www.klsescreener.com/v2/news/stock/0091,"TheEdge15 Mar, 2019 12:52pm - 1 week ago","KLCI ticks up 0.16%, sentiment stays wary",0091,2019-03-15
6060,https://www.klsescreener.com/v2/news/stock/0091,"TheEdge15 Mar, 2019 13:22pm - 1 week ago",市场情绪保持谨慎 马股半天小升0.16%,0091,2019-03-15
15200,https://www.klsescreener.com/v2/news/stock/0091,"TheStar01 Mar, 2019 07:53am - 2 weeks ago",PublicInvest: Legal cases against Daya Materials ‘no great surprise’,0091,2019-03-01
15199,https://www.klsescreener.com/v2/news/stock/0091,"TheStar01 Mar, 2019 09:50am - 2 weeks ago",Quick take: Daya plunges 50% in early trade,0091,2019-03-01
15408,https://www.klsescreener.com/v2/news/stock/0096,"TheEdge21 Mar, 2019 23:00pm - 5 days ago",Nexgram's auditor resigns,0096,2019-03-21
9368,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge07 Mar, 2019 09:11am - 1 week ago",KLCI trends lower as momentum indicators stay bearish,0097,2019-03-07
9376,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge27 Feb, 2019 13:21pm - 2 weeks ago",区域股市微涨 马股跌幅收窄,0097,2019-02-27
9377,https://www.klsescreener.com/v2/news/stock/0097,"Sinchew27 Feb, 2019 13:09pm - 2 weeks ago",杜甫科技劲扬7.36%·马股走跌,0097,2019-02-27
9378,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge27 Feb, 2019 13:06pm - 2 weeks ago",KLCI pares loss as regional markets edge higher,0097,2019-02-27
9467,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge04 Mar, 2019 13:07pm - 3 weeks ago","KLCI stays below 1,700 on tepid sentiment after poor 4Q18 corporate earnings",0097,2019-03-04
9466,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge04 Mar, 2019 13:48pm - 3 weeks ago",2018年末季业绩疲弱 拖累马股无法突破1700点,0097,2019-03-04
9465,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge06 Mar, 2019 13:32pm - 3 weeks ago","KLCI struggles to breach 1,690 level as sentiment remains wary",0097,2019-03-06
9464,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge06 Mar, 2019 13:58pm - 3 weeks ago",情绪仍然保持谨慎 马股奋力突破1690水平,0097,2019-03-06
9462,https://www.klsescreener.com/v2/news/stock/0097,"TheStar08 Mar, 2019 09:22am - 2 weeks ago","Bursa cautious, banks and Digi help shore up KLCI",0097,2019-03-08
9458,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge13 Mar, 2019 10:57am - 2 weeks ago",银行股走高 提振马股止跌回扬,0097,2019-03-13
9459,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge13 Mar, 2019 10:18am - 2 weeks ago","KLCI reverses loss as Public Bank, CIMB lift",0097,2019-03-13
9460,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge13 Mar, 2019 09:10am - 2 weeks ago",KLCI drifts lower as select blue chips weigh,0097,2019-03-13
9382,https://www.klsescreener.com/v2/news/stock/0097,"TheStar27 Feb, 2019 00:00am - 2 weeks ago",Stronger ringgit is ‘negative’ for tech hardware industry,0097,2019-02-27
9461,https://www.klsescreener.com/v2/news/stock/0097,"Orientaldaily08 Mar, 2019 21:11pm - 2 weeks ago",未來銷售料持續成長　偉特股價漲勢受侷限,0097,2019-03-08
9375,https://www.klsescreener.com/v2/news/stock/0097,"Nanyang28 Feb, 2019 00:00am - 2 weeks ago",上升股:伟特机构阻力RM7.29,0097,2019-02-28
9450,https://www.klsescreener.com/v2/news/stock/0097,"Sinchew27 Mar, 2019 11:38am - 8 hours ago",伟特购德国公司,0097,2019-03-27
9457,https://www.klsescreener.com/v2/news/stock/0097,"TheStar19 Mar, 2019 17:41pm - 1 week ago","Profit taking of telcos, Genting sends KLCI into the red",0097,2019-03-19
9451,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge22 Mar, 2019 10:33am - 5 days ago",马股逆市跌0.16%,0097,2019-03-22
9452,https://www.klsescreener.com/v2/news/stock/0097,"TheEdge22 Mar, 2019 10:21am - 5 days ago","KLCI bucks regional trend, dips 0.16%",0097,2019-03-22
9381,https://www.klsescreener.com/v2/news/stock/0097,"TheStar27 Feb, 2019 09:17am - 2 weeks ago","KLCI slips on IHH, PetDag and TM losses",0097,2019-02-27
373,https://www.klsescreener.com/v2/news/stock/0098,"TheStar12 Mar, 2019 13:32pm - 2 weeks ago",LTH sells 3m Bahvest Resources as shares surge,0098,2019-03-12
376,https://www.klsescreener.com/v2/news/stock/0098,"TheStar27 Feb, 2019 18:55pm - 4 weeks ago",Bahvest stages turnaround in Q3 on revenue surge,0098,2019-02-27
375,https://www.klsescreener.com/v2/news/stock/0098,"TheEdge04 Mar, 2019 13:37pm - 3 weeks ago","Aturmaju, Bahvest, Dayang, Favco, FIHB, KSSC, Mulpha, Naim, Pantech, Pecca, Petra Energy, Perdana Petroleum, T7 Global, Yoong Onn",0098,2019-03-04
354,https://www.klsescreener.com/v2/news/stock/0099,"Sinchew05 Mar, 2019 17:52pm - 3 weeks ago",马股收低,0099,2019-03-05
353,https://www.klsescreener.com/v2/news/stock/0099,"Sinchew06 Mar, 2019 08:05am - 3 weeks ago",马股险守1685点,0099,2019-03-06
352,https://www.klsescreener.com/v2/news/stock/0099,"TheEdge06 Mar, 2019 10:46am - 3 weeks ago",Scicom’s balance sheet seen to be strong to support dividend yield,0099,2019-03-06
355,https://www.klsescreener.com/v2/news/stock/0099,"Sinchew05 Mar, 2019 10:47am - 3 weeks ago",现金占总资产超33％·希世康失清真股资格,0099,2019-03-05
13164,https://www.klsescreener.com/v2/news/stock/0101,"TheEdge04 Mar, 2019 06:03am - 2 weeks ago","KLCI to extend sideways consolidation, hurdle at 1,710",0101,2019-03-04
13163,https://www.klsescreener.com/v2/news/stock/0101,"TheEdge14 Mar, 2019 00:05am - 4 days ago","Thomson Medical in MoU with Brigham Health, Dana-Farber Cancer Institute",0101,2019-03-14
13162,https://www.klsescreener.com/v2/news/stock/0101,"TheEdge18 Mar, 2019 07:00am - 6 hours ago",Building trust is not just the CEO’s job,0101,2019-03-18
13166,https://www.klsescreener.com/v2/news/stock/0101,"TheEdge01 Mar, 2019 20:28pm - 2 weeks ago",TMC Life receives RM300m loan from Maybank,0101,2019-03-01
13165,https://www.klsescreener.com/v2/news/stock/0101,"TheEdge01 Mar, 2019 23:24pm - 2 weeks ago","Dolphin, VS Industry, OCR, KNM, Yinson, Majuperak, TMC and Sentoria",0101,2019-03-01
17769,https://www.klsescreener.com/v2/news/stock/0102,"TheEdge08 Mar, 2019 23:25pm - 1 week ago",ConnectCounty announces boardroom changes,0102,2019-03-08
